央视频道,#genre#
CCTV1,http://39.136.18.229/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225726/index.m3u8?fmt=ts2hls
CCTV1,http://39.136.18.230/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225726/index.m3u8?fmt=ts2hls
CCTV1,http://39.136.18.231/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225726/index.m3u8?fmt=ts2hls
CCTV1,http://39.136.18.232/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225726/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.182/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.162/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.163/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.164/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.165/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.166/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.167/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.168/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.169/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.178/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.179/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.180/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.181/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.182/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.183/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.184/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.185/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.194/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.195/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.196/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.197/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.198/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.199/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.200/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.201/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.210/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.211/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.212/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.213/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.214/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.215/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.216/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.217/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.228/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.229/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.230/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.231/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.162/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.163/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.164/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.165/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.166/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.167/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.168/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.169/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.178/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.179/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.180/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.181/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.182/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.183/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.184/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.162/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.163/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.164/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.165/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.166/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.167/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.168/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.169/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.178/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.179/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.180/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.181/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.182/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.183/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.184/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.185/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.194/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.195/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.196/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.197/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.198/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.199/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.200/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.201/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.210/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.211/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.212/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.213/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.214/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.215/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.216/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.217/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.228/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.229/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.230/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.231/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.232/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.185/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.194/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.195/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.196/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.197/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.198/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.199/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.200/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.201/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.210/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.211/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.212/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.213/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.214/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.215/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.216/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.217/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.229/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.230/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.231/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.162/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.163/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.164/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.165/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.166/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.167/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.168/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.178/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.179/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.180/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.181/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.182/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.183/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.184/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.185/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.194/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.195/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.196/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.197/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.198/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.199/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.200/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.201/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.210/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?fmt=ts2hls
